D_REG;BRAND;MODEL;COLOR;MAKE_YEAR;FUEL;N_REG_NEW
24.03.2021;MAZDA;6;КОРИЧНЕВИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВК8741НЕ
23.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС7273ЕО
07.04.2021;MAZDA;3;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АН5008ОІ
09.04.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;АХ8680КЕ
13.04.2021;MAZDA;CX-7;ФІОЛЕТОВИЙ;2011;БЕНЗИН АБО ГАЗ;КА6905СЕ
20.04.2021;MAZDA;6;БІЛИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СЕ4009СХ
27.04.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО6821СХ
30.04.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВО7423СХ
05.05.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС5851ЕО
07.05.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СЕ1982СХ
18.05.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;ВК1389НІ
01.06.2021;MAZDA;2;СИНІЙ;2011;БЕНЗИН;КА7884ВХ
19.06.2021;MAZDA;CX-7;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АВ5259ІА
19.06.2021;MAZDA;6;КОРИЧНЕВИЙ;2011;БЕНЗИН;ВІ0888СО
01.07.2021;MAZDA;6;БІЛИЙ;2011;БЕНЗИН;АІ4442НТ
06.07.2021;MAZDA;6;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВК1291НС
09.07.2021;MAZDA;6;БІЛИЙ;2011;БЕНЗИН;ВН1983ОН
13.07.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АО3961НА
10.07.2021;MAZDA;CX-7;ЧЕРВОНИЙ;2011;БЕНЗИН;АЕ7126РК
15.07.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;КА2829СТ
15.07.2021;MAZDA;5;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АА9712ТІ
12.01.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;ВН8883СМ
05.02.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;АЕ4340ОХ
11.02.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;СА2737ІЕ
11.02.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;ВХ6808ЕМ
13.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;ВХ2414СХ
16.03.2021;MAZDA;6;БІЛИЙ;2011;БЕНЗИН;ВН3473ОЕ
20.03.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АІ4770МА
30.04.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;АЕ5762РК
08.05.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;ВА7743ЕІ
13.05.2021;MAZDA;6;БІЛИЙ;2011;БЕНЗИН;АХ7421КН
26.05.2021;MAZDA;2;ЧЕРВОНИЙ;2011;БЕНЗИН;АТ5090ЕР
03.06.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО4698СТ
18.06.2021;MAZDA;3;ЧЕРВОНИЙ;2011;БЕНЗИН;АР6739ІС
19.06.2021;MAZDA;3;ЧОРНИЙ;2011;БЕНЗИН;СЕ3096СР
26.06.2021;MAZDA;2;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;КА2755СК
25.06.2021;MAZDA;2;ЧЕРВОНИЙ;2011;БЕНЗИН;ВС0327КВ
14.07.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;АХ1090КН
28.07.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВС3505МТ
29.07.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;АЕ8178ОН
08.01.2021;MAZDA;5;ЧОРНИЙ;2011;БЕНЗИН;КА8667ВТ
27.01.2021;MAZDA;3;ЧЕРВОНИЙ;2011;БЕНЗИН АБО ГАЗ;СВ7435ВІ
05.02.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;ВС2559МК
10.02.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;АН5495ОЕ
20.02.2021;MAZDA;CX-7;СИНІЙ;2011;БЕНЗИН;АЕ6993ОХ
12.03.2021;MAZDA;3;СИНІЙ;2011;БЕНЗИН;ВН9933ЕМ
20.03.2021;MAZDA;6;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВТ1961ВХ
06.04.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;АТ3859ЕР
20.04.2021;MAZDA;CX-9;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;КА4867СС
28.04.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;КА0391СЕ
08.05.2021;MAZDA;3;КОРИЧНЕВИЙ;2011;БЕНЗИН;КА3539СС
13.05.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СЕ7621СХ
19.05.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;ВН7307ОІ
21.05.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;АЕ3997РН
01.06.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;АІ0373КО
09.06.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВН4229ОО
17.06.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;ВН4603ОО
17.06.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВН2241ОО
24.06.2021;MAZDA;6;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АТ4968ЕХ
08.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО3372СІ
20.07.2021;MAZDA;2;СІРИЙ;2011;БЕНЗИН;АР7758ІС
21.07.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;АТ9155ЕР
30.07.2021;MAZDA;CX-7;ЧЕРВОНИЙ;2011;БЕНЗИН;ВІ2932НВ
09.01.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;АХ9651ІХ
30.01.2021;MAZDA;3;ЧОРНИЙ;2011;БЕНЗИН;АХ0810ІХ
17.02.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;АЕ1978ОМ
20.02.2021;MAZDA;CX-7;ФІОЛЕТОВИЙ;2011;БЕНЗИН;КА7113СО
18.03.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;ВС9760МВ
23.03.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВЕ0186ЕС
31.03.2021;MAZDA;CX-9;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;СА3734ІС
01.04.2021;MAZDA;2;ЧОРНИЙ;2011;БЕНЗИН;АВ6399ІА
01.04.2021;MAZDA;3;КОРИЧНЕВИЙ;2011;БЕНЗИН;ВС2502ММ
06.04.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;АА2323АС
08.04.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АР5749ІІ
10.04.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АР5851ІІ
16.04.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АЕ8625РІ
20.04.2021;MAZDA;CX-9;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АА9593СР
30.04.2021;MAZDA;6;СИНІЙ;2011;БЕНЗИН;АН0545ОК
05.05.2021;MAZDA;5;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АХ7674АР
29.04.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;АЕ4645РІ
14.05.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;АТ2110ЕХ
19.05.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;АТ8243ЕТ
18.06.2021;MAZDA;6;КОРИЧНЕВИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АН3448ОІ
18.06.2021;MAZDA;5;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СЕ6435СХ
25.06.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АІ7108ММ
01.07.2021;MAZDA;6;ЧОРНИЙ;2011;БЕНЗИН;АР7483ІС
03.07.2021;MAZDA;3;ЗЕЛЕНИЙ;2011;БЕНЗИН;СВ7539ЕВ
10.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВН2472ОС
14.07.2021;MAZDA;CX-7;СИНІЙ;2011;БЕНЗИН АБО ГАЗ;АХ4473КО
14.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;СВ4827СХ
20.07.2021;MAZDA;3;ЧЕРВОНИЙ;2011;БЕНЗИН;АР2363ІС
24.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АМ3859ЕР
29.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВС0867МТ
05.01.2021;MAZDA;CX-7;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВК4036НВ
16.03.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС1903ЕО
25.03.2021;MAZDA;5;СІРИЙ;2011;БЕНЗИН;АЕ7656РВ
25.03.2021;MAZDA;CX-9;БІЛИЙ;2011;БЕНЗИН АБО ГАЗ;ВВ0709ЕР
31.03.2021;MAZDA;2;СІРИЙ;2011;БЕНЗИН;АЕ7384ОХ
24.04.2021;MAZDA;5;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СА4188ІС
06.05.2021;MAZDA;6;БІЛИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВС3183МО
12.05.2021;MAZDA;6;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВС0708МК
28.05.2021;MAZDA;3;ЧОРНИЙ;2011;БЕНЗИН;ВТ3567СР
01.06.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АІ3088ММ
16.06.2021;MAZDA;CX-7;СИНІЙ;2011;БЕНЗИН АБО ГАЗ;АЕ2300СМ
18.06.2021;MAZDA;5;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;ВТ2194СК
24.06.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;АЕ0826ОМ
16.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СЕ7175СО
24.07.2021;MAZDA;5;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВК2347НІ
22.07.2021;MAZDA;5;СИНІЙ;2011;БЕНЗИН АБО ГАЗ;АР7654СВ
28.07.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АМ3596СТ
05.01.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АО9740ЕО
13.01.2021;MAZDA;6;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СЕ4976СТ
26.01.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АТ9644ЕО
09.02.2021;MAZDA;3;ЧОРНИЙ;2011;БЕНЗИН;КА4142СР
20.02.2021;MAZDA;6;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВК3406НЕ
27.02.2021;MAZDA;3;КОРИЧНЕВИЙ;2011;БЕНЗИН;СВ3712ЕА
06.03.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;СА5507ІЕ
18.03.2021;MAZDA;3;КОРИЧНЕВИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС6512ЕМ
08.04.2021;MAZDA;5;ЧОРНИЙ;2011;БЕНЗИН;ВН2421ОК
10.04.2021;MAZDA;CX-7;БІЛИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВХ6574ЕО
16.04.2021;MAZDA;CX-7;БІЛИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АТ0407ЕМ
24.04.2021;MAZDA;5;СІРИЙ;2011;БЕНЗИН;КА8972СЕ
14.05.2021;MAZDA;CX-9;БІЛИЙ;2011;БЕНЗИН АБО ГАЗ;КА2989СС
19.05.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;ВХ5403ЕТ
04.06.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;ВО4382СТ
03.06.2021;MAZDA;5;ЧОРНИЙ;2011;БЕНЗИН;КА2377ВМ
09.06.2021;MAZDA;6;СИНІЙ;2011;БЕНЗИН;АЕ6094РІ
04.06.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВС7939МР
10.06.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;ВН4663ОО
18.06.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС5408ЕО
03.07.2021;MAZDA;6;СИНІЙ;2011;БЕНЗИН АБО ГАЗ;СВ8774ЕА
07.07.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС6206СМ
09.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО7515СІ
20.07.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АО8889ВВ
22.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АТ6690СВ
23.07.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;ВХ9314ЕІ
23.07.2021;MAZDA;2;ЧОРНИЙ;2011;БЕНЗИН;АЕ4910РЕ
29.01.2021;MAZDA;BIANTE;ФІОЛЕТОВИЙ;2011;БЕНЗИН;ВЕ4912ЕМ
02.02.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО3463СР
13.02.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;СВ2038СР
19.02.2021;MAZDA;5;СІРИЙ;2011;БЕНЗИН;АМ2006ЕР
03.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВС2767МК
11.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВХ1072ЕО
12.03.2021;MAZDA;RX-8;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;ВТ3746СВ
18.03.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;АЕ1011НМ
20.03.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;АТ4992ЕТ
07.04.2021;MAZDA;CX-7;СИНІЙ;2011;БЕНЗИН;АВ5697ІА
06.04.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;АЕ4540РН
14.04.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;КА0780ВТ
14.04.2021;MAZDA;CX-7;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО4997СХ
27.04.2021;MAZDA;2;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВМ4785СМ
12.05.2021;MAZDA;6;БІЛИЙ;2011;БЕНЗИН;АХ7411КН
12.05.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АІ5400СК
18.05.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;АЕ1449РВ
12.06.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;ВТ3531СК
16.06.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;АР2841ІС
23.06.2021;MAZDA;6;БІЛИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;КА0135СА
01.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;ВН6279ОН
21.07.2021;MAZDA;5;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО4115СС
24.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АВ3900НХ
28.07.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН АБО ГАЗ;СЕ1714ЕА
29.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВС7701СО
29.07.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;ВХ6713ОО
12.01.2021;MAZDA;5;СІРИЙ;2011;БЕНЗИН;АЕ4851ОТ
20.01.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;ВЕ5759ЕК
23.01.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;ВА1216ЕІ
23.01.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АР8792НХ
29.01.2021;MAZDA;CX-7;СИНІЙ;2011;БЕНЗИН АБО ГАЗ;ВМ0551ВТ
04.03.2021;MAZDA;6;ЧОРНИЙ;2011;БЕНЗИН;ВС6617МІ
11.03.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;АВ9414НХ
12.03.2021;MAZDA;TRIBUTE;СИНІЙ;2011;БЕНЗИН;АЕ2764РА
12.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС6738ЕМ
20.03.2021;MAZDA;5;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СА6133ІА
13.04.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;СВ2898ЕВ
30.04.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;АЕ5793РК
20.05.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;АІ1309ММ
25.05.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АА1134ТІ
15.06.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;КА9609СН
25.06.2021;MAZDA;5;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВО5501СТ
26.06.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН АБО ГАЗ;КА9457СН
13.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;КР6999КР
24.07.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН;АР6855НТ
14.01.2021;MAZDA;6;БІЛИЙ;2011;БЕНЗИН;ВН9407ОС
27.01.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;АЕ6817РА
05.02.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;АР1287ІЕ
11.02.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;АХ2002ІН
16.02.2021;MAZDA;6;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АР1446ІЕ
16.02.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН;СА2664ІЕ
17.02.2021;MAZDA;CX-9;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;КА5965ВА
16.02.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;КА4359ВО
20.02.2021;MAZDA;6;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АР1721НХ
24.02.2021;MAZDA;CX-7;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АН3119ОІ
03.03.2021;MAZDA;5;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВС2902ММ
03.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВК3996НЕ
18.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;ВМ1208СМ
23.03.2021;MAZDA;6;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;СА6002ІЕ
30.04.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АІ5205МО
12.05.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;ВС8500МО
13.05.2021;MAZDA;3;СИНІЙ;2011;БЕНЗИН;ВІ0245НС
25.05.2021;MAZDA;CX-7;БІЛИЙ;2011;БЕНЗИН;ВА4542ЕМ
16.06.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;АВ2612ЕТ
26.06.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;АР7918ІС
26.06.2021;MAZDA;3;СИНІЙ;2011;БЕНЗИН;ВН2270ОС
26.06.2021;MAZDA;5;СІРИЙ;2011;БЕНЗИН;АВ4679ІА
07.07.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;ВН1934ОІ
06.07.2021;MAZDA;2;БІЛИЙ;2011;БЕНЗИН;АЕ9735РЕ
14.07.2021;MAZDA;5;СИНІЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АХ8661ІТ
16.07.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВІ8662НС
16.07.2021;MAZDA;CX-9;БІЛИЙ;2011;БЕНЗИН АБО ГАЗ;АЕ3296РІ
17.07.2021;MAZDA;3;СИНІЙ;2011;БЕНЗИН;АІ6021МР
22.07.2021;MAZDA;5;ЧЕРВОНИЙ;2011;БЕНЗИН;АХ8810КІ
06.01.2021;MAZDA;2;БІЛИЙ;2011;БЕНЗИН;ВІ2468НА
05.01.2021;MAZDA;2;ЧОРНИЙ;2011;БЕНЗИН;АТ5647ЕО
21.01.2021;MAZDA;6;СІРИЙ;2011;БЕНЗИН АБО ГАЗ;АІ5998ЕК
05.02.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВС1840МК
11.02.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;КА7024ВТ
19.02.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;АР8390ІВ
27.02.2021;MAZDA;3;ЧОРНИЙ;2011;БЕНЗИН;СЕ8874СТ
04.03.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;АІ1381МК
10.03.2021;MAZDA;5;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;ВТ0403СО
25.03.2021;MAZDA;CX-7;ЧЕРВОНИЙ;2011;БЕНЗИН;АЕ3992РС
31.03.2021;MAZDA;6;БІЛИЙ;2011;БЕНЗИН;ВН9508ОЕ
08.04.2021;MAZDA;3;БІЛИЙ;2011;БЕНЗИН;АЕ1595ОР
10.04.2021;MAZDA;CX-7;СІРИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АС0480ЕО
14.04.2021;MAZDA;5;СІРИЙ;2011;БЕНЗИН;АЕ6365РК
24.04.2021;MAZDA;CX-7;СІРИЙ;2011;БЕНЗИН;АЕ5217РІ
14.05.2021;MAZDA;CX-7;ЧЕРВОНИЙ;2011;БЕНЗИН АБО ГАЗ;КА5537СН
19.05.2021;MAZDA;CX-7;СИНІЙ;2011;БЕНЗИН;АТ1029ЕХ
25.05.2021;MAZDA;CX-7;ЧОРНИЙ;2011;БЕНЗИН;ВН2337ОЕ
01.06.2021;MAZDA;3;СІРИЙ;2011;БЕНЗИН;АЕ2849РН
08.06.2021;MAZDA;CX-9;ЧОРНИЙ;2011;БЕНЗИН АБО ГАЗ;СА7827ІС
28.07.2021;MAZDA;CX-7;ЧОРНИЙ;2011;ДИЗЕЛЬНЕ ПАЛИВО;АМ7200ЕР
